,Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
85311,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,2.37,0.03,1.28
85312,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Bioenergy,GW,0.77,0.03,4.05
85313,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Coal,GW,8.76,0.0,0.0
85314,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Gas,GW,1.7,0.0,0.0
85315,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Hydro,GW,1.09,0.0,0.0
85316,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Nuclear,GW,4.29,0.0,0.0
85317,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Other Fossil,GW,0.03,0.0,0.0
85318,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Other Renewables,GW,0.03,0.0,0.0
85319,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Solar,GW,2.06,0.0,0.0
85320,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Capacity,Fuel,Wind,GW,0.31,0.03,10.71
85321,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity demand,Demand,Demand,TWh,72.72,1.69,2.38
85322,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,6.9,0.16,2.37
85323,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,%,44.29,,
85324,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,55.72,,
85325,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.4,,
85326,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.98,,
85327,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,11.24,,
85328,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,3.26,,
85329,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,37.97,4.48,13.38
85330,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,47.79,-0.72,-1.48
85331,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,6.35,-0.19,-2.91
85332,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,6.84,0.08,1.18
85333,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,9.63,0.24,2.56
85334,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,2.79,0.16,6.08
85335,Czechia,CZE,2017,Country or economy,Europe,Europe,1.0,1.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,%,5.8,,
